Location,AD Name,Distinguished name,Disabled,Workstation,IP Address,OS,Hardware Specs,Computer Manufacturer,Manufacturer,Model,Tier,Weighted Score,CPU Weighted Score,GPU Weighted Score,Total GPU Weight,GPUs from PDQ,Primary GPU,GPU1,GPU2,GPU3,GPU4,GPU 5,NIC,Software,Status,Assigned To,Assignment Start Time,Last Seen,Parsec Connection Status,Current Parsec User Text 3 1,OU,Policy Assignments
NYC,NEWORKSTATION03,"CN=NEWORKSTATION03,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.53,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 96 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS XTREME,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
NYC,NEWORKSTATION07,"CN=NEWORKSTATION07,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.141,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 128 GB GB RAM |NVIDIA GeForce RTX 3070,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS XTREME,Tier 3,20.22318,22.7544,13.2846,18.5357,NVIDIA GeForce RTX 3070,NVIDIA GeForce RTX 3070,NVIDIA GeForce RTX 3070,,,,,,,,,,,,,,
NYC,NEWORKSTATION08,"CN=NEWORKSTATION08,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.147,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3060 Ti,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS XTREME,Tier 3,20.22318,22.7544,,18.5357,NVIDIA GeForce RTX 3060 Ti,NVIDIA GeForce RTX 3060 Ti,NVIDIA GeForce RTX 3060 Ti,,,,,,,,,,,,,,
NYC,NY-DAN2,"CN=NY-DAN2,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.180,Windows 10 Pro,AMD Ryzen Threadripper 1920X 12-Core Processor | 12 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2080,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,13.349488,5.57017,6.45112,18.5357,NVIDIA GeForce RTX 2080,NVIDIA GeForce RTX 2080,NVIDIA GeForce RTX 2080,,,,,,,,,,,,,,
NYC,NY-JOHNK2,"CN=NY-JOHNK2,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.170,Windows 10 Pro,AMD Ryzen Threadripper 1950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce GTX 1070,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.264607999999999,7.85797,4.68678,18.5357,NVIDIA GeForce GTX 1070,NVIDIA GeForce GTX 1070,NVIDIA GeForce GTX 1070,,,,,,,,,,,,,,
NYC,NY-ROSS,"CN=NY-ROSS,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.43,Windows 10 Pro,AMD Ryzen Threadripper 1920X 12-Core Processor | 12 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2070,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,13.349488,5.57017,,18.5357,NVIDIA GeForce RTX 2070,NVIDIA GeForce RTX 2070,NVIDIA GeForce RTX 2070,,,,,,,,,,,,,,
NYC,POST-NY-18,"CN=POST-NY-18,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.58,Windows 10 Pro,AMD Ryzen Threadripper 1920X 12-Core Processor | 12 cores | 128 GB GB RAM |NVIDIA GeForce RTX 3070,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,13.349488,5.57017,13.2846,18.5357,NVIDIA GeForce RTX 3070,NVIDIA GeForce RTX 3070,NVIDIA GeForce RTX 3070,,,,,,,,,,,,,,
NYC,RENTAL-CG-02,"CN=RENTAL-CG-02,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.121,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2080 Ti,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS XTREME,Tier 2,31.3446,22.7544,10.7649,37.0714,"NVIDIA GeForce RTX 2080 Ti,  NVIDIA GeForce RTX 2080 Ti",NVIDIA GeForce RTX 2080 Ti,NVIDIA GeForce RTX 2080 Ti,"  NVIDIA GeForce RTX 2080 Ti",,,,,,,,,,,,,
NYC,WSA-NY-02,"CN=WSA-NY-02,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.35,Windows 10 Pro,AMD Ryzen 9 3950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 4090,"Gigabyte Technology Co., Ltd.",Custom Pc,X570 AORUS MASTER,Tier 3,18.5357,18.5357,23.7967,18.5357,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,,,,,,,,,,,,,,
NYC,WSA-NY-04,"CN=WSA-NY-04,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.34.154,Windows 10 Pro,AMD Ryzen Threadripper 2990WX 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2070 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 3,28.335279999999997,15.2311,6.52576,37.0714,"NVIDIA GeForce RTX 2070 SUPER,  NVIDIA GeForce RTX 2070 SUPER",NVIDIA GeForce RTX 2070 SUPER,NVIDIA GeForce RTX 2070 SUPER,"  NVIDIA GeForce RTX 2070 SUPER",,,,,,,,,,,,,
NYC,WSA-NY-07,"CN=WSA-NY-07,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.34.157,Windows 10 Pro,AMD Ryzen 9 3950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2060,"Gigabyte Technology Co., Ltd.",Gigabyte Technology,B550 AORUS MASTER,Tier 3,18.5357,18.5357,4.91841,18.5357,NVIDIA GeForce RTX 2060,NVIDIA GeForce RTX 2060,NVIDIA GeForce RTX 2060,,,,,,,,,,,,,,
NYC,WSA-NY-08,"CN=WSA-NY-08,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.36,Windows 10 Pro,AMD Ryzen 9 3950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2070 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X570 AORUS MASTER,Tier 3,29.65712,18.5357,6.52576,37.0714,"NVIDIA GeForce RTX 2070 SUPER,  NVIDIA GeForce RTX 2070 SUPER",NVIDIA GeForce RTX 2070 SUPER,NVIDIA GeForce RTX 2070 SUPER,"  NVIDIA GeForce RTX 2070 SUPER",,,,,,,,,,,,,
NYC,WSA-NY-09,"CN=WSA-NY-09,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.39,Windows 10 Pro,AMD Ryzen 9 3950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2070 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X570 AORUS XTREME,Tier 3,29.65712,18.5357,6.52576,37.0714,"NVIDIA GeForce RTX 2070 SUPER,  NVIDIA GeForce RTX 2070 SUPER",NVIDIA GeForce RTX 2070 SUPER,NVIDIA GeForce RTX 2070 SUPER,"  NVIDIA GeForce RTX 2070 SUPER",,,,,,,,,,,,,
NYC,WSB-NY-01,"CN=WSB-NY-01,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.34.171,Windows 10 Pro,AMD Ryzen Threadripper 1950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.264607999999999,7.85797,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
NYC,WSB-NY-06,"CN=WSB-NY-06,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.5,Windows 10 Pro,AMD Ryzen Threadripper 2990WX 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce GTX 1080 Ti,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 2,39.4567,15.2311,7.85607,55.607099999999996,"NVIDIA GeForce GTX 1080 Ti,  NVIDIA GeForce GTX 1080 Ti,  NVIDIA GeForce RTX 2060",NVIDIA GeForce GTX 1080 Ti,NVIDIA GeForce GTX 1080 Ti,"  NVIDIA GeForce GTX 1080 Ti","  NVIDIA GeForce RTX 2060",,,,,,,,,,,,
NYC,WSB-NY-08,"CN=WSB-NY-08,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.34.178,Windows 10 Pro,AMD Ryzen Threadripper 1950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2060,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.264607999999999,7.85797,4.91841,18.5357,NVIDIA GeForce RTX 2060,NVIDIA GeForce RTX 2060,NVIDIA GeForce RTX 2060,,,,,,,,,,,,,,
NYC,WSC-NY-01,"CN=WSC-NY-01,OU=NYC-Workstation,OU=NYC,OU=BuckComputers,DC=buck,DC=local",false,true,10.20.33.71,Windows 10 Pro,AMD Ryzen 9 3950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce GTX 1080 Ti,"Gigabyte Technology Co., Ltd.",Custom Pc,X570 AORUS MASTER,Tier 3,18.5357,18.5357,7.85607,18.5357,NVIDIA GeForce GTX 1080 Ti,NVIDIA GeForce GTX 1080 Ti,NVIDIA GeForce GTX 1080 Ti,,,,,,,,,,,,,,
SYD,WSA-SYD-09,"CN=WSA-SYD-09,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.100,Windows 11 Pro,AMD Ryzen Threadripper 1950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2080 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS Gaming 7,Tier 4,14.264607999999999,7.85797,6.84688,18.5357,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,,,,,,,,,,,,,,
SYD,WSA-SYD-13,"CN=WSA-SYD-13,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.112,Windows 11 Pro,AMD Ryzen Threadripper 2920X 12-Core Processor | 12 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3060,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.771144,9.12431,9.0151,18.5357,NVIDIA GeForce RTX 3060,NVIDIA GeForce RTX 3060,NVIDIA GeForce RTX 3060,,,,,,,,,,,,,,
SYD,WSA-SYD-14,"CN=WSA-SYD-14,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.52,Windows 11 Pro,AMD Ryzen Threadripper 2920X 12-Core Processor | 12 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.771144,9.12431,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSA-SYD-15,"CN=WSA-SYD-15,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.86,Windows 11 Pro,AMD Ryzen Threadripper 2920X 12-Core Processor | 12 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2060 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 4,14.771144,9.12431,5.99303,18.5357,NVIDIA GeForce RTX 2060 SUPER,NVIDIA GeForce RTX 2060 SUPER,NVIDIA GeForce RTX 2060 SUPER,,,,,,,,,,,,,,
SYD,WSB-SYD-05,"CN=WSB-SYD-05,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.94,Windows 11 Pro,AMD Ryzen Threadripper 2990WX 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2080 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 3,17.213859999999997,15.2311,6.84688,18.5357,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,,,,,,,,,,,,,,
SYD,WSB-SYD-06,"CN=WSB-SYD-06,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.81,Windows 11 Pro,AMD Ryzen Threadripper 2990WX 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 2080 SUPER,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 3,17.213859999999997,15.2311,6.84688,18.5357,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 2080 SUPER,,,,,,,,,,,,,,
SYD,WSB-SYD-07,"CN=WSB-SYD-07,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.71,Windows 11 Pro,AMD Ryzen Threadripper 2990WX 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X399 AORUS XTREME,Tier 3,17.213859999999997,15.2311,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSB-SYD-10,"CN=WSB-SYD-10,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.128,Windows 11 Pro for Workstations,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSB-SYD-11,"CN=WSB-SYD-11,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.78,Windows 11 Pro for Workstations,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 4090,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,23.7967,18.5357,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,,,,,,,,,,,,,,
SYD,WSB-SYD-12,"CN=WSB-SYD-12,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.134,Windows 11 Pro for Workstations,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSB-SYD-13,"CN=WSB-SYD-13,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.140,Windows 11 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSB-SYD-14,"CN=WSB-SYD-14,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.119,Windows 11 Pro for Workstations,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSC-SYD-01,"CN=WSC-SYD-01,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.68,Windows 11 Pro,AMD Ryzen 9 5950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X570S AORUS MASTER,Tier 4,,,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSC-SYD-02,"CN=WSC-SYD-02,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.65,Windows 11 Pro,AMD Ryzen 9 5950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X570S AORUS MASTER,Tier 4,,,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSC-SYD-03,"CN=WSC-SYD-03,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.70,Windows 11 Pro,AMD Ryzen 9 5950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,X570S AORUS MASTER,Tier 4,,,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
SYD,WSC-SYD-04,"CN=WSC-SYD-04,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.118,Windows 11 Pro,AMD Ryzen 9 7950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 4090,"Gigabyte Technology Co., Ltd.",Custom Pc,X670E AORUS XTREME,Tier 4,,,23.7967,18.5357,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,,,,,,,,,,,,,,
SYD,WSC-SYD-05,"CN=WSC-SYD-05,OU=SYD-Workstation,OU=SYD,OU=BuckComputers,DC=buck,DC=local",false,true,10.0.8.53,Windows 11 Pro,AMD Ryzen 9 7950X 16-Core Processor | 16 cores | 64 GB GB RAM |NVIDIA GeForce RTX 4090,"Gigabyte Technology Co., Ltd.",Custom Pc,X670E AORUS XTREME,Tier 4,,,23.7967,18.5357,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,NVIDIA GeForce RTX 4090,,,,,,,,,,,,,,
AMS,BUCK-AMS-01X1,"CN=BUCK-AMS-01X1,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.60,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 64 GB GB RAM |NVIDIA GeForce RTX 3090,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,18.5357,18.5357,NVIDIA GeForce RTX 3090,NVIDIA GeForce RTX 3090,NVIDIA GeForce RTX 3090,,,,,,,,,,,,,,
AMS,BUCK-AMS-01X4,"CN=BUCK-AMS-01X4,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.59,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 128 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
AMS,BUCK-AMS-01XX,"CN=BUCK-AMS-01XX,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.62,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 128 GB GB RAM |NVIDIA GeForce RTX 3090,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,18.5357,18.5357,NVIDIA GeForce RTX 3090,NVIDIA GeForce RTX 3090,NVIDIA GeForce RTX 3090,,,,,,,,,,,,,,
AMS,WSA-AMS-24,"CN=WSA-AMS-24,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.113,Windows 10 Pro,AMD Ryzen Threadripper 3970X 32-Core Processor | 32 cores | 128 GB GB RAM |NVIDIA GeForce RTX 3080,"Gigabyte Technology Co., Ltd.",Custom Pc,TRX40 AORUS MASTER,Tier 3,20.22318,22.7544,15.2244,18.5357,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,NVIDIA GeForce RTX 3080,,,,,,,,,,,,,,
AMS,WSA-AMS-27,"CN=WSA-AMS-27,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.57,Windows 10 Pro,AMD Ryzen 9 7950X 16-Core Processor | 16 cores | 64 GB GB RAM |AMD Radeon Graphics,"Gigabyte Technology Co., Ltd.",Custom Pc,X670 AORUS ELITE AX,Tier 4,,,,37.0714,"AMD Radeon Graphics,  NVIDIA RTX A4000",AMD Radeon Graphics,AMD Radeon Graphics,"  NVIDIA RTX A4000",,,,,,,,,,,,,
AMS,WSA-AMS-28,"CN=WSA-AMS-28,OU=AMS-Workstation,OU=AMS,OU=BuckComputers,DC=buck,DC=local",false,true,10.100.99.58,Windows 10 Pro,AMD Ryzen 9 7950X 16-Core Processor | 16 cores | 64 GB GB RAM |AMD Radeon Graphics,"Gigabyte Technology Co., Ltd.",Custom Pc,X670 AORUS ELITE AX,Tier 4,,,,37.0714,"AMD Radeon Graphics,  NVIDIA RTX A4000",AMD Radeon Graphics,AMD Radeon Graphics,"  NVIDIA RTX A4000",,,,,,,,,,,,,
